,Unnamed: 0,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,ID
12,12,Justin Anderson,SF,28,CLE,3,0,15.7,1.3,2.7,0.5,0.7,2.0,0.333,0.7,0.7,1.0,0.625,1.0,1.3,0.75,0.0,2.0,2.0,2.0,0.3,0.0,0.7,1.3,4.3,0.75,17.3,0.0,-2.6,0.4,13.8,0.0,0.5,-3.0,0.0,0.1,10.7,1.1,17.0,7.1,0.666,11.1,0.0,0.1,0.124,,,
13,13,Justin Anderson,SF,28,IND,13,6,20.7,2.5,6.7,0.368,1.0,4.1,0.245,1.5,2.6,0.559,0.443,0.9,1.2,0.8,0.3,2.8,3.1,2.1,0.5,0.5,0.5,1.4,6.8,0.609,13.6,1.9,-3.3,-1.6,15.2,0.1,0.172,-1.7,1.6,0.1,10.3,1.3,6.0,8.3,0.475,15.8,-0.1,0.2,0.041,,,
14,14,Kyle Anderson,PF,28,MEM,69,11,21.5,3.0,6.8,0.446,0.5,1.6,0.33,2.5,5.2,0.481,0.484,1.0,1.5,0.638,1.0,4.3,5.3,2.7,1.1,0.7,1.0,1.6,7.6,0.232,16.2,2.7,1.2,2.1,21.6,2.5,0.224,-0.9,4.8,1.0,14.4,2.5,12.1,13.0,0.506,16.2,1.2,3.5,0.113,"$9,219,512",MIN,/players/a/anderky01.html
15,15,Giannis Antetokounmpo,PF,27,MIL,67,67,32.9,10.3,18.6,0.553,1.1,3.6,0.293,9.2,15.0,0.616,0.582,8.3,11.4,0.722,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9,0.194,31.7,4.0,11.2,3.5,30.4,3.7,0.615,7.6,6.6,9.2,32.1,1.6,12.2,18.7,0.633,34.9,7.4,12.9,0.281,"$45,640,084",MIL,/players/a/antetgi01.html
16,16,Thanasis Antetokounmpo,SF,29,MIL,48,6,9.9,1.5,2.7,0.547,0.0,0.3,0.143,1.4,2.4,0.596,0.555,0.6,1.0,0.63,0.8,1.3,2.1,0.5,0.3,0.3,0.5,1.4,3.6,0.109,6.5,2.4,-3.5,-0.1,13.4,0.5,0.359,-3.5,9.2,0.4,12.5,1.6,14.9,11.3,0.577,15.7,-0.2,0.9,0.095,,,/players/a/antetth01.html
17,17,Carmelo Anthony,PF,37,LAL,69,3,26.0,4.6,10.5,0.441,2.2,5.8,0.375,2.5,4.7,0.521,0.544,1.9,2.3,0.83,0.9,3.3,4.2,1.0,0.7,0.8,0.9,2.4,13.3,0.549,5.6,2.6,-0.5,-0.8,13.5,1.4,0.22,0.4,3.7,2.2,14.8,1.3,6.9,8.6,0.579,20.4,0.7,3.6,0.097,,,
18,18,Cole Anthony,PG,21,ORL,65,65,31.7,5.5,14.0,0.391,2.0,6.0,0.338,3.5,8.0,0.432,0.464,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,0.429,28.9,0.8,-1.2,-0.6,16.2,1.7,0.277,-0.6,1.6,-0.1,13.5,1.1,14.2,8.9,0.519,25.1,0.4,1.6,0.038,"$5,539,771",ORL,/players/a/anthoco01.html
19,19,OG Anunoby,SF,24,TOR,48,48,36.0,6.4,14.5,0.443,2.4,6.6,0.363,4.0,7.9,0.511,0.526,1.9,2.5,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7,17.1,0.455,11.0,1.4,0.5,0.1,12.6,1.9,0.169,0.4,4.4,1.8,14.8,2.1,9.7,8.3,0.549,20.5,1.1,3.7,0.104,"$18,642,857",TOR,/players/a/anunoog01.html
20,20,Ryan Arcidiacono,PG,27,NYK,10,0,7.6,0.6,1.2,0.5,0.4,0.9,0.444,0.2,0.3,0.667,0.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.1,0.0,0.3,0.5,1.6,0.75,7.5,0.0,-4.6,0.0,11.5,0.1,0.0,-4.6,0.0,0.0,6.1,0.7,20.0,5.7,0.667,8.6,-0.1,0.1,0.052,,,/players/a/arcidry01.html
21,21,Trevor Ariza,SF,36,LAL,24,11,19.3,1.4,4.1,0.333,0.8,3.1,0.27,0.5,1.0,0.52,0.434,0.4,0.8,0.556,0.4,3.0,3.4,1.1,0.5,0.3,0.5,0.8,4.0,0.747,7.5,1.2,-3.4,-0.2,16.7,0.4,0.182,-3.3,2.3,-0.2,7.0,1.3,9.3,9.5,0.449,11.0,-0.2,0.2,0.02,,,
22,22,D.J. Augustin,PG,34,TOT,55,2,16.1,1.7,4.0,0.423,1.2,3.0,0.415,0.5,1.1,0.448,0.577,0.7,0.8,0.884,0.2,1.0,1.2,1.9,0.3,0.0,1.0,0.7,5.3,0.739,16.8,0.1,-3.6,-2.4,7.0,0.1,0.194,-1.2,1.4,0.7,9.7,0.9,18.9,4.2,0.61,14.3,-0.4,0.8,0.043,,,
23,23,D.J. Augustin,PG,34,HOU,34,2,15.0,1.6,4.0,0.404,1.1,2.8,0.406,0.5,1.2,0.4,0.548,1.0,1.1,0.868,0.2,1.0,1.2,2.2,0.3,0.0,1.3,0.5,5.4,0.706,20.5,0.0,-4.3,-2.9,7.4,0.0,0.279,-1.4,1.5,0.2,9.7,0.9,22.8,4.4,0.596,16.4,-0.3,0.2,0.017,,,
24,24,D.J. Augustin,PG,34,LAL,21,0,17.8,1.9,4.1,0.453,1.4,3.2,0.426,0.5,0.9,0.556,0.622,0.2,0.2,1.0,0.2,1.1,1.3,1.6,0.3,0.0,0.5,1.0,5.3,0.791,11.8,0.2,-2.6,-1.6,6.6,0.1,0.058,-1.0,1.2,0.5,9.7,0.9,11.1,3.9,0.635,11.4,-0.1,0.6,0.079,,,
25,25,Deni Avdija,SF,21,WAS,82,8,24.2,3.0,7.1,0.432,1.0,3.2,0.317,2.0,3.9,0.525,0.503,1.3,1.7,0.757,0.6,4.5,5.2,2.0,0.7,0.5,1.1,2.3,8.4,0.447,11.8,1.9,-1.7,0.4,20.5,1.8,0.235,-2.1,3.0,0.6,11.6,1.5,12.0,11.9,0.536,16.3,0.1,2.4,0.058,"$6,263,188",WAS,/players/a/avdijde01.html
26,27,Joel Ayayi,SG,21,WAS,7,0,2.9,0.1,0.9,0.167,0.0,0.1,0.0,0.1,0.7,0.2,0.167,0.0,0.0,,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.3,0.167,25.4,0.0,-6.0,-1.7,10.9,0.0,0.0,-4.3,5.6,0.0,3.4,0.0,0.0,8.3,0.167,13.3,0.0,0.0,-0.098,,,
27,28,Deandre Ayton,C,23,PHO,58,58,29.5,7.6,12.0,0.634,0.1,0.3,0.368,7.5,11.7,0.642,0.639,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2,0.027,7.6,2.1,2.8,0.6,27.1,3.1,0.204,2.2,9.6,4.1,21.9,1.1,10.7,18.6,0.656,21.4,2.1,7.3,0.203,"$32,459,438",PHO,/players/a/aytonde01.html
28,29,Udoka Azubuike,C,22,UTA,17,6,11.5,2.2,2.9,0.755,0.0,0.0,,2.2,2.9,0.755,0.755,0.4,0.6,0.545,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5,4.7,0.0,0.0,5.0,-1.4,0.4,28.8,0.3,0.224,-1.8,10.5,0.3,17.6,0.3,18.2,19.9,0.743,14.7,0.0,0.6,0.157,,,/players/a/azubuud01.html
29,30,Marvin Bagley III,PF,22,TOT,48,25,24.0,4.7,9.3,0.504,0.5,2.0,0.237,4.2,7.3,0.579,0.53,1.4,2.1,0.663,2.2,4.9,7.0,0.8,0.5,0.4,0.8,1.9,11.3,0.217,5.2,1.4,-2.3,-1.8,22.6,0.9,0.226,-0.5,9.7,1.2,15.7,0.9,7.4,16.0,0.551,19.8,-0.1,2.0,0.084,"$12,500,000",DET,/players/b/baglema01.html
30,31,Marvin Bagley III,PF,22,SAC,30,17,22.1,3.8,8.2,0.463,0.5,2.1,0.242,3.3,6.1,0.538,0.494,1.2,1.6,0.745,2.2,4.9,7.2,0.6,0.3,0.4,0.7,1.7,9.3,0.252,3.9,1.5,-3.5,-2.4,24.8,0.4,0.191,-1.1,11.0,0.5,14.3,0.7,7.3,17.8,0.521,18.8,-0.3,0.9,0.067,"$12,500,000",DET,/players/b/baglema01.html
31,32,Marvin Bagley III,PF,22,DET,18,8,27.2,6.2,11.1,0.555,0.4,1.9,0.229,5.7,9.2,0.624,0.575,1.8,3.0,0.593,2.1,4.7,6.8,1.1,0.7,0.4,1.0,2.4,14.6,0.175,6.9,1.3,-0.6,-0.9,19.8,0.4,0.27,0.4,8.0,0.7,17.7,1.3,7.4,13.6,0.585,21.2,0.2,1.1,0.107,"$12,500,000",DET,/players/b/baglema01.html
32,33,LaMelo Ball,PG,20,CHO,75,75,32.3,7.2,16.7,0.429,2.9,7.5,0.389,4.2,9.2,0.462,0.517,2.8,3.2,0.872,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,0.451,35.7,1.2,3.4,0.1,17.4,2.5,0.194,3.3,4.7,3.4,19.7,2.4,15.3,11.0,0.554,28.2,3.3,5.8,0.116,"$10,900,635",CHO,/players/b/ballla01.html
33,34,Lonzo Ball,PG,24,CHI,35,35,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.567,0.6,0.8,0.75,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,0.679,20.0,2.2,2.5,1.6,14.3,1.4,0.073,0.9,3.3,0.8,14.5,2.6,17.2,8.8,0.575,17.4,1.4,2.2,0.088,"$20,465,117",CHI,
34,35,Mo Bamba,C,23,ORL,71,69,25.7,4.2,8.7,0.48,1.5,4.0,0.381,2.7,4.7,0.563,0.566,0.8,1.0,0.781,2.1,6.0,8.1,1.2,0.5,1.7,1.1,2.6,10.6,0.455,7.4,5.9,0.7,0.9,24.6,2.7,0.118,-0.2,8.5,1.8,16.5,1.0,10.6,16.5,0.582,17.2,1.2,4.5,0.118,,,/players/b/bambamo01.html
35,36,Desmond Bane,SG,23,MEM,76,76,29.8,6.7,14.5,0.461,3.0,6.9,0.436,3.7,7.6,0.484,0.565,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,0.475,13.5,1.1,2.7,0.3,13.6,2.7,0.141,2.5,2.1,4.5,17.6,1.9,8.7,7.7,0.592,23.1,2.7,7.2,0.153,"$3,845,083",MEM,/players/b/banede01.html
36,37,Dalano Banton,PG,22,TOR,64,1,10.9,1.3,3.2,0.411,0.2,0.8,0.255,1.1,2.4,0.464,0.443,0.4,0.7,0.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,0.252,19.8,1.4,-3.1,0.4,14.1,0.8,0.218,-3.5,5.6,-0.4,10.0,2.0,19.3,9.7,0.463,16.9,-0.2,0.4,0.03,,,/players/b/bantoda01.html
37,38,Cat Barber,PG,27,ATL,3,0,4.3,0.0,1.3,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0,0.0,26.7,0.0,-23.5,-7.6,16.7,0.0,1.0,-15.8,8.5,-0.1,-11.2,0.0,14.8,12.6,0.0,22.7,-0.1,-0.1,-0.45,,,
38,39,Harrison Barnes,PF,29,SAC,77,77,33.5,5.1,10.8,0.469,1.8,4.7,0.394,3.2,6.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,0.432,10.5,0.5,0.2,-1.3,14.9,1.0,0.495,1.5,3.4,5.0,15.7,1.0,10.4,9.1,0.623,18.8,1.4,6.0,0.112,"$17,000,000",SAC,/players/b/barneha02.html
39,40,Scottie Barnes,PF,20,TOR,74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10.0,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,0.207,14.7,2.1,0.9,0.4,15.8,2.9,0.231,0.5,7.7,3.7,16.3,1.5,11.7,11.5,0.552,19.0,1.9,6.6,0.122,"$8,008,680",TOR,/players/b/barnesc01.html
40,41,RJ Barrett,SF,21,NYK,70,70,34.5,7.0,17.1,0.408,2.0,5.8,0.342,5.0,11.3,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,0.338,14.9,0.7,-1.6,-1.3,15.5,2.2,0.34,-0.3,2.9,0.1,13.7,0.9,9.9,9.1,0.511,27.6,0.2,2.3,0.046,"$23,883,929",NYK,/players/b/barrerj01.html
41,42,Will Barton,SG,31,DEN,71,71,32.1,5.5,12.6,0.438,2.2,6.1,0.365,3.3,6.6,0.504,0.525,1.4,1.8,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7,0.48,17.6,1.2,-0.5,-0.9,14.1,1.9,0.142,0.4,2.2,1.2,13.4,1.2,11.8,8.3,0.548,20.8,0.9,3.2,0.067,,,/players/b/bartowi01.html
42,43,Paris Bass,SF,26,PHO,2,0,3.5,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0,0.333,0.0,0.0,-12.4,-1.2,29.9,0.0,0.333,-11.2,31.5,0.0,13.9,6.9,22.5,30.6,0.436,54.6,0.0,0.0,-0.17,,,
43,44,Charles Bassey,C,21,PHI,23,0,7.3,1.3,2.0,0.638,0.0,0.2,0.0,1.3,1.9,0.698,0.638,0.4,0.5,0.75,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3.0,0.085,6.5,9.1,1.7,2.1,26.1,0.3,0.255,-0.4,14.9,0.4,21.5,1.5,13.3,20.6,0.66,16.1,0.2,0.8,0.22,"$2,600,000",SAS,/players/b/bassech01.html
44,45,Keita Bates-Diop,SF,26,SAS,59,14,16.2,2.3,4.5,0.517,0.3,0.9,0.309,2.0,3.5,0.572,0.549,0.8,1.0,0.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0,5.7,0.209,5.7,1.2,-2.6,-0.5,18.7,1.0,0.232,-2.1,6.8,0.6,12.4,1.4,13.4,12.7,0.578,14.8,-0.1,1.6,0.08,,,/players/b/bateske01.html
45,46,Nicolas Batum,PF,33,LAC,59,54,24.8,3.0,6.6,0.463,1.8,4.6,0.4,1.2,2.0,0.607,0.602,0.4,0.6,0.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,0.698,9.7,2.4,2.3,1.9,15.8,2.1,0.098,0.5,2.2,1.6,13.5,1.9,9.0,9.2,0.608,13.3,1.6,3.7,0.123,"$11,710,818",LAC,/players/b/batumni01.html
46,47,Kent Bazemore,SF,32,LAL,39,14,14.0,1.2,3.6,0.324,0.7,2.1,0.363,0.4,1.5,0.271,0.428,0.3,0.4,0.765,0.3,1.4,1.8,0.9,0.6,0.2,0.5,1.8,3.4,0.576,8.1,1.5,-4.3,0.8,11.0,0.5,0.122,-5.1,2.6,-0.4,6.0,2.2,12.5,6.8,0.451,13.2,-0.3,0.1,0.006,,,
47,48,Darius Bazley,PF,21,OKC,69,53,27.9,4.0,9.4,0.422,1.2,3.9,0.297,2.8,5.5,0.511,0.484,1.7,2.5,0.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8,0.414,7.7,3.4,-1.8,0.3,19.8,2.2,0.262,-2.1,3.7,-0.5,12.6,1.5,11.1,11.6,0.515,18.3,0.1,1.8,0.044,,,/players/b/bazleda01.html
48,50,Bradley Beal,SG,28,WAS,40,40,36.0,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14.0,0.508,0.492,4.2,5.1,0.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,0.272,30.8,0.9,0.8,-1.2,11.4,0.7,0.263,2.0,3.0,0.6,17.5,1.2,13.6,7.3,0.539,30.8,1.0,1.4,0.046,"$46,741,590",PHO,/players/b/bealbr01.html
49,51,Malik Beasley,SG,25,MIN,79,18,25.0,4.2,10.8,0.391,3.0,8.1,0.377,1.2,2.7,0.432,0.532,0.6,0.8,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1,0.749,8.5,0.6,-0.7,-1.5,11.2,1.2,0.071,0.7,1.4,1.7,11.9,1.0,4.7,6.2,0.544,19.4,0.7,2.9,0.069,,,/players/b/beaslma01.html
50,52,Jordan Bell,C,27,CHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,2.7,10.8,0.0,0.0,,-8.1,56.6,0.0,29.9,24.4,,28.1,,0.0,0.0,0.0,0.6,,,
51,53,DeAndre' Bembry,SF,27,TOT,56,20,18.3,2.2,3.9,0.561,0.3,0.6,0.417,1.9,3.3,0.589,0.595,0.4,0.6,0.6,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0,5.1,0.163,8.6,2.2,-0.7,1.5,12.5,1.1,0.158,-2.2,4.6,1.1,11.9,2.3,11.6,8.6,0.601,11.2,0.3,2.2,0.104,,,
52,54,DeAndre' Bembry,SF,27,BRK,48,20,19.8,2.5,4.4,0.568,0.3,0.8,0.417,2.2,3.7,0.599,0.603,0.4,0.7,0.6,0.8,2.4,3.2,1.3,1.0,0.5,0.6,2.2,5.8,0.169,8.5,2.4,-0.4,1.6,12.8,1.1,0.164,-2.0,4.5,1.1,12.4,2.4,11.6,8.7,0.609,11.7,0.4,2.1,0.108,,,
53,55,DeAndre' Bembry,SF,27,MIL,8,0,9.6,0.4,1.0,0.375,0.0,0.0,,0.4,1.0,0.375,0.375,0.0,0.0,,0.5,0.9,1.4,0.8,0.3,0.0,0.1,1.1,0.8,0.0,9.4,0.0,-3.9,0.5,9.4,0.1,0.0,-4.4,5.6,0.0,4.8,1.2,11.1,7.6,0.375,5.0,0.0,0.1,0.053,,,
54,56,Dāvis Bertāns,PF,29,TOT,56,0,14.4,1.8,4.9,0.36,1.4,4.1,0.335,0.4,0.8,0.489,0.5,0.6,0.7,0.9,0.2,1.9,2.1,0.6,0.3,0.2,0.3,1.5,5.6,0.836,5.5,1.3,-2.6,-0.9,14.3,0.7,0.145,-1.7,1.7,0.2,9.4,1.0,6.1,8.0,0.531,17.3,-0.1,0.9,0.053,"$17,000,000",OKC,/players/b/bertada01.html
55,57,Dāvis Bertāns,PF,29,WAS,34,0,14.7,1.8,5.0,0.351,1.4,4.2,0.319,0.4,0.8,0.519,0.485,0.8,0.9,0.933,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6,5.7,0.842,4.4,1.0,-3.8,-1.3,12.0,0.3,0.175,-2.5,1.3,0.0,8.3,1.1,7.1,6.7,0.527,17.6,-0.2,0.3,0.025,"$17,000,000",OKC,/players/b/bertada01.html
56,58,Dāvis Bertāns,PF,29,DAL,22,0,13.9,1.8,4.7,0.375,1.4,3.9,0.36,0.4,0.8,0.444,0.524,0.4,0.5,0.8,0.3,2.3,2.5,0.7,0.3,0.3,0.2,1.4,5.3,0.827,7.1,1.8,-0.6,-0.3,18.2,0.4,0.096,-0.4,2.2,0.2,11.2,1.0,4.4,10.2,0.54,16.7,0.1,0.6,0.098,"$17,000,000",OKC,/players/b/bertada01.html
57,59,Patrick Beverley,PG,33,MIN,58,54,25.4,3.1,7.5,0.406,1.4,4.2,0.343,1.6,3.3,0.485,0.501,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,0.555,24.5,3.4,2.7,2.1,13.2,1.7,0.305,0.6,4.4,2.3,14.8,2.2,12.9,8.7,0.539,16.1,1.7,4.1,0.132,,,/players/b/beverpa01.html
58,60,Saddiq Bey,SF,22,DET,82,82,33.0,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,0.537,13.8,0.5,-0.3,-1.2,14.1,1.6,0.224,0.9,4.1,2.4,14.0,1.3,7.1,8.8,0.529,21.3,1.2,4.0,0.071,"$4,556,983",ATL,/players/b/beysa01.html
59,61,Khem Birch,C,29,TOR,55,28,18.0,1.8,3.6,0.485,0.0,0.3,0.0,1.8,3.4,0.522,0.485,1.0,1.3,0.746,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,4.5,0.07,7.6,2.6,-1.3,0.4,13.5,1.1,0.355,-1.7,12.7,1.5,13.2,1.5,11.1,13.1,0.534,11.2,0.2,2.6,0.126,"$6,985,000",SAS,/players/b/birchkh01.html
60,62,Goga Bitadze,C,22,IND,50,16,14.6,2.6,5.0,0.52,0.5,1.6,0.288,2.2,3.4,0.628,0.565,1.3,1.9,0.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0,0.317,11.2,5.0,-0.8,-0.6,15.3,0.6,0.373,-0.2,11.9,1.3,18.0,1.4,13.6,13.5,0.595,19.9,0.2,1.9,0.122,"$2,066,585",ORL,/players/b/bitadgo01.html
61,63,Bismack Biyombo,C,29,PHO,36,3,14.1,2.4,4.0,0.593,0.0,0.0,,2.4,4.0,0.593,0.593,1.1,2.0,0.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8,0.0,6.2,4.6,-1.3,0.4,21.5,0.9,0.49,-1.7,13.7,0.9,17.3,1.1,12.4,17.7,0.596,17.1,0.1,1.8,0.17,,,/players/b/biyombi01.html
62,64,Nemanja Bjelica,C,33,GSW,71,0,16.1,2.3,4.8,0.468,0.8,2.1,0.362,1.5,2.7,0.549,0.547,0.8,1.1,0.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1,0.436,19.8,2.2,1.4,2.3,21.5,2.1,0.237,-0.9,6.1,1.0,14.2,1.8,18.7,14.1,0.573,17.8,1.0,3.0,0.128,,,
63,65,Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,0.421,0.9,3.0,0.313,2.7,5.6,0.479,0.475,1.6,2.2,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9,0.348,24.1,1.2,-0.8,1.3,11.6,1.8,0.25,-2.1,2.2,-0.5,12.5,2.5,18.3,7.1,0.514,20.5,0.4,1.3,0.047,"$1,300,000",POR,
64,66,Keljin Blevins,SF,26,POR,31,1,11.3,1.1,3.6,0.306,0.7,2.3,0.292,0.4,1.3,0.333,0.401,0.2,0.4,0.545,0.5,0.9,1.5,0.6,0.4,0.0,0.5,0.9,3.1,0.649,7.7,0.3,-8.5,-2.9,9.5,0.1,0.099,-5.6,4.9,-0.6,4.8,1.8,12.8,7.1,0.41,16.5,-0.6,-0.5,-0.066,,,
65,67,Bogdan Bogdanović,SG,29,ATL,63,27,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,0.578,15.5,0.7,1.3,-0.2,13.0,1.2,0.145,1.5,1.7,2.5,15.4,1.8,7.7,7.4,0.562,21.6,1.5,3.7,0.095,"$18,000,000",ATL,/players/b/bogdabo01.html
66,68,Bojan Bogdanović,PF,32,UTA,69,69,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7,18.1,0.504,8.7,0.0,0.0,-1.6,11.8,1.6,0.28,1.6,3.1,3.6,15.7,0.8,10.2,7.6,0.599,23.7,1.1,5.2,0.118,"$20,000,000",DET,/players/b/bogdabo02.html
67,69,Bol Bol,PF,22,DEN,14,0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1.0,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,0.148,9.1,2.2,-1.0,-0.4,21.4,0.1,0.185,-0.5,5.7,0.0,13.5,0.6,12.0,13.8,0.565,18.0,0.0,0.1,0.065,,,/players/b/bolbo01.html
68,70,Leandro Bolmaro,SF,21,MIN,35,2,6.9,0.5,1.5,0.315,0.1,0.5,0.278,0.3,1.0,0.333,0.361,0.3,0.4,0.846,0.5,0.8,1.2,0.6,0.2,0.0,0.4,0.7,1.4,0.333,11.0,0.0,-5.8,-0.7,12.3,0.2,0.241,-5.1,6.9,-0.1,5.4,1.2,17.9,9.6,0.419,12.6,-0.2,0.0,0.004,,,/players/b/bolmale01.html
69,71,Isaac Bonga,SF,22,TOR,15,0,4.6,0.2,0.9,0.231,0.1,0.3,0.25,0.1,0.6,0.222,0.269,0.3,0.5,0.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8,0.308,7.3,2.8,-0.4,5.0,5.0,0.1,0.615,-5.4,6.0,-0.1,8.7,5.8,10.8,5.5,0.363,11.5,0.0,0.1,0.06,,,
70,72,Devin Booker,SG,25,PHO,68,68,34.5,9.7,20.9,0.466,2.7,7.0,0.383,7.0,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,0.336,22.4,1.0,4.1,0.2,13.2,3.3,0.255,3.9,2.1,4.3,21.3,1.6,9.3,7.8,0.576,32.0,3.6,7.6,0.156,"$36,016,200",PHO,/players/b/bookede01.html
71,73,Brandon Boston Jr.,SG,20,LAC,51,0,14.9,2.5,6.4,0.385,0.7,2.2,0.306,1.8,4.2,0.425,0.437,1.2,1.4,0.819,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8,6.7,0.342,10.1,1.5,-3.3,-0.4,12.7,0.9,0.222,-3.0,2.4,-0.5,11.2,1.7,8.0,7.7,0.481,22.4,-0.3,0.4,0.026,"$1,836,096",LAC,/players/b/bostobr01.html
72,75,Chris Boucher,SF,29,TOR,80,9,21.1,3.4,7.2,0.464,0.9,2.9,0.297,2.5,4.4,0.575,0.523,1.9,2.4,0.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.4,0.397,2.2,4.3,0.1,-0.4,21.3,2.4,0.334,0.5,10.9,3.5,17.9,1.4,6.0,15.8,0.57,17.8,0.9,6.0,0.169,"$11,750,000",TOR,/players/b/bouchch01.html
73,76,James Bouknight,SG,21,CHO,31,0,9.8,1.6,4.5,0.348,0.5,1.6,0.347,1.0,3.0,0.348,0.408,0.9,1.0,0.871,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9,4.6,0.348,11.9,0.3,-7.1,-3.7,10.6,0.1,0.22,-3.4,7.6,-0.1,10.1,1.1,8.8,9.1,0.459,23.7,-0.4,0.0,0.001,"$4,570,080",CHO,/players/b/bouknja01.html
74,77,Avery Bradley,SG,31,LAL,62,45,22.7,2.4,5.6,0.423,1.3,3.4,0.39,1.1,2.3,0.471,0.54,0.3,0.3,0.889,0.5,1.7,2.2,0.8,0.9,0.1,0.6,1.9,6.4,0.6,4.5,0.6,-3.6,-0.1,8.0,0.9,0.051,-3.5,2.4,0.3,7.8,1.8,9.6,5.2,0.55,12.1,-0.6,1.2,0.04,,,
75,78,Tony Bradley,C,24,CHI,55,7,10.0,1.3,2.2,0.585,0.0,0.0,,1.3,2.2,0.585,0.585,0.3,0.5,0.655,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,3.0,0.0,6.7,5.2,-1.8,0.2,24.3,0.7,0.236,-2.0,13.8,0.6,14.9,0.9,20.0,19.1,0.6,13.6,0.0,1.3,0.112,,,/players/b/bradlto01.html
