,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,PrevSal,NextSal,NameYear,PrevYear,NextYear
61,Bismack Biyombo,C,29,PHO,36,3,14.1,2.4,4.0,0.593,0.0,0.0,,2.4,4.0,0.593,0.593,1.1,2.0,0.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8,0.0,6.2,4.6,-1.3,0.4,21.5,0.9,0.49,-1.7,13.7,0.9,17.3,1.1,12.4,17.7,0.596,17.1,0.1,1.8,0.17,,,"$1,366,392",,2022,2021,2023
62,Nemanja Bjelica,C,33,GSW,71,0,16.1,2.3,4.8,0.468,0.8,2.1,0.362,1.5,2.7,0.549,0.547,0.8,1.1,0.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1,0.436,19.8,2.2,1.4,2.3,21.5,2.1,0.237,-0.9,6.1,1.0,14.2,1.8,18.7,14.1,0.573,17.8,1.0,3.0,0.128,,,"$2,089,448",,2022,2021,2023
63,Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,0.421,0.9,3.0,0.313,2.7,5.6,0.479,0.475,1.6,2.2,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9,0.348,24.1,1.2,-0.8,1.3,11.6,1.8,0.25,-2.1,2.2,-0.5,12.5,2.5,18.3,7.1,0.514,20.5,0.4,1.3,0.047,"$1,300,000",POR,"$18,125,000",$1300000,2022,2021,2023
64,Keljin Blevins,SF,26,POR,31,1,11.3,1.1,3.6,0.306,0.7,2.3,0.292,0.4,1.3,0.333,0.401,0.2,0.4,0.545,0.5,0.9,1.5,0.6,0.4,0.0,0.5,0.9,3.1,0.649,7.7,0.3,-8.5,-2.9,9.5,0.1,0.099,-5.6,4.9,-0.6,4.8,1.8,12.8,7.1,0.41,16.5,-0.6,-0.5,-0.066,,,,,2022,2021,2023
65,Bogdan Bogdanović,SG,29,ATL,63,27,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,0.578,15.5,0.7,1.3,-0.2,13.0,1.2,0.145,1.5,1.7,2.5,15.4,1.8,7.7,7.4,0.562,21.6,1.5,3.7,0.095,"$18,000,000",ATL,"$18,000,000",$18700000,2022,2021,2023
66,Bojan Bogdanović,PF,32,UTA,69,69,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7,18.1,0.504,8.7,0.0,0.0,-1.6,11.8,1.6,0.28,1.6,3.1,3.6,15.7,0.8,10.2,7.6,0.599,23.7,1.1,5.2,0.118,"$20,000,000",DET,"$18,700,000",$20000000,2022,2021,2023
67,Bol Bol,PF,22,DEN,14,0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1.0,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,0.148,9.1,2.2,-1.0,-0.4,21.4,0.1,0.185,-0.5,5.7,0.0,13.5,0.6,12.0,13.8,0.565,18.0,0.0,0.1,0.065,,,"$2,161,152",$2019706,2022,2021,2023
68,Leandro Bolmaro,SF,21,MIN,35,2,6.9,0.5,1.5,0.315,0.1,0.5,0.278,0.3,1.0,0.333,0.361,0.3,0.4,0.846,0.5,0.8,1.2,0.6,0.2,0.0,0.4,0.7,1.4,0.333,11.0,0.0,-5.8,-0.7,12.3,0.2,0.241,-5.1,6.9,-0.1,5.4,1.2,17.9,9.6,0.419,12.6,-0.2,0.0,0.004,,,"$2,353,320",,2022,2021,2023
69,Isaac Bonga,SF,22,TOR,15,0,4.6,0.2,0.9,0.231,0.1,0.3,0.25,0.1,0.6,0.222,0.269,0.3,0.5,0.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8,0.308,7.3,2.8,-0.4,5.0,5.0,0.1,0.615,-5.4,6.0,-0.1,8.7,5.8,10.8,5.5,0.363,11.5,0.0,0.1,0.06,,,"$1,729,217",,2022,2021,2023
70,Devin Booker,SG,25,PHO,68,68,34.5,9.7,20.9,0.466,2.7,7.0,0.383,7.0,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,0.336,22.4,1.0,4.1,0.2,13.2,3.3,0.255,3.9,2.1,4.3,21.3,1.6,9.3,7.8,0.576,32.0,3.6,7.6,0.156,"$36,016,200",PHO,"$31,610,000",$36016200,2022,2021,2023
71,Brandon Boston Jr.,SG,20,LAC,51,0,14.9,2.5,6.4,0.385,0.7,2.2,0.306,1.8,4.2,0.425,0.437,1.2,1.4,0.819,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8,6.7,0.342,10.1,1.5,-3.3,-0.4,12.7,0.9,0.222,-3.0,2.4,-0.5,11.2,1.7,8.0,7.7,0.481,22.4,-0.3,0.4,0.026,"$1,836,096",LAC,"$925,258",$1836096,2022,2021,2023
72,Chris Boucher,SF,29,TOR,80,9,21.1,3.4,7.2,0.464,0.9,2.9,0.297,2.5,4.4,0.575,0.523,1.9,2.4,0.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.4,0.397,2.2,4.3,0.1,-0.4,21.3,2.4,0.334,0.5,10.9,3.5,17.9,1.4,6.0,15.8,0.57,17.8,0.9,6.0,0.169,"$11,750,000",TOR,"$7,009,615",$11750000,2022,2021,2023
73,James Bouknight,SG,21,CHO,31,0,9.8,1.6,4.5,0.348,0.5,1.6,0.347,1.0,3.0,0.348,0.408,0.9,1.0,0.871,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9,4.6,0.348,11.9,0.3,-7.1,-3.7,10.6,0.1,0.22,-3.4,7.6,-0.1,10.1,1.1,8.8,9.1,0.459,23.7,-0.4,0.0,0.001,"$4,570,080",CHO,"$4,154,400",$4570080,2022,2021,2023
74,Avery Bradley,SG,31,LAL,62,45,22.7,2.4,5.6,0.423,1.3,3.4,0.39,1.1,2.3,0.471,0.54,0.3,0.3,0.889,0.5,1.7,2.2,0.8,0.9,0.1,0.6,1.9,6.4,0.6,4.5,0.6,-3.6,-0.1,8.0,0.9,0.051,-3.5,2.4,0.3,7.8,1.8,9.6,5.2,0.55,12.1,-0.6,1.2,0.04,,,"$2,641,691",,2022,2021,2023
75,Tony Bradley,C,24,CHI,55,7,10.0,1.3,2.2,0.585,0.0,0.0,,1.3,2.2,0.585,0.585,0.3,0.5,0.655,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,3.0,0.0,6.7,5.2,-1.8,0.2,24.3,0.7,0.236,-2.0,13.8,0.6,14.9,0.9,20.0,19.1,0.6,13.6,0.0,1.3,0.112,,,"$1,789,256",,2022,2021,2023
76,Ignas Brazdeikis,SF,23,ORL,42,1,12.8,1.9,4.5,0.431,0.6,2.1,0.31,1.3,2.4,0.535,0.503,0.5,0.8,0.656,0.5,1.2,1.7,0.9,0.2,0.1,0.4,1.1,5.0,0.463,10.7,0.5,-4.3,-1.6,9.7,0.3,0.17,-2.7,4.5,0.2,10.2,0.9,7.8,7.1,0.52,17.7,-0.3,0.5,0.041,,,,,2022,2021,2023
77,Mikal Bridges,SF,25,PHO,82,82,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,0.364,8.7,1.1,1.6,1.1,10.0,3.7,0.183,0.5,2.9,5.2,14.4,1.6,6.8,6.5,0.627,15.0,2.6,8.9,0.15,"$21,700,000",BRK,"$5,557,725",$21700000,2022,2021,2023
78,Miles Bridges,PF,23,CHO,80,80,35.5,7.5,15.2,0.491,1.9,5.8,0.331,5.5,9.4,0.59,0.554,3.3,4.2,0.802,1.1,5.9,7.0,3.8,0.9,0.8,1.9,2.4,20.2,0.383,15.7,2.2,1.5,-0.3,17.8,2.3,0.274,1.8,3.3,5.0,17.9,1.3,9.9,10.4,0.593,22.6,2.5,7.2,0.123,,,"$5,421,493",$7921300,2022,2021,2023
79,Oshae Brissett,SF,23,IND,67,25,23.3,3.1,7.6,0.411,1.2,3.5,0.35,1.9,4.0,0.465,0.493,1.7,2.4,0.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,1.7,9.1,0.468,6.4,1.6,-2.2,-1.7,18.1,0.9,0.324,-0.5,7.6,1.4,12.9,1.4,8.5,12.8,0.53,17.3,-0.1,2.2,0.069,,,"$1,701,593",$2165000,2022,2021,2023
80,Malcolm Brogdon,PG,29,IND,36,36,33.5,6.8,15.1,0.448,1.6,5.2,0.312,5.1,9.9,0.518,0.501,4.0,4.6,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1,0.343,26.9,1.0,2.3,-0.5,14.3,0.4,0.308,2.8,3.0,2.2,18.0,1.2,11.1,8.6,0.557,24.6,1.3,2.7,0.106,"$22,500,000",BOS,"$21,700,000",$22500000,2022,2021,2023
81,Armoni Brooks,SG-PG,23,TOT,54,11,15.6,1.8,5.4,0.339,1.4,4.6,0.297,0.4,0.7,0.6,0.467,0.3,0.4,0.857,0.4,1.5,1.9,1.1,0.5,0.2,0.5,1.4,5.3,0.862,10.4,1.2,-3.9,-1.3,10.9,0.4,0.073,-2.6,2.5,-0.1,8.4,1.6,8.3,6.7,0.483,16.4,-0.4,0.2,0.014,,,"$136,926",,2022,2021,2023
82,Armoni Brooks,SG,23,HOU,41,8,16.8,2.1,6.1,0.347,1.6,5.2,0.3,0.6,0.9,0.605,0.474,0.4,0.5,0.842,0.3,1.7,2.0,1.2,0.5,0.2,0.6,1.5,6.2,0.849,10.3,1.0,-4.4,-1.8,11.1,0.2,0.076,-2.6,1.9,-0.2,8.4,1.4,8.1,6.4,0.49,17.4,-0.4,0.0,0.002,,,"$136,926",,2022,2021,2023
83,Armoni Brooks,PG,23,TOR,13,3,11.8,0.8,2.9,0.289,0.8,2.8,0.278,0.1,0.2,0.5,0.421,0.2,0.2,1.0,0.6,1.1,1.7,1.0,0.5,0.2,0.3,1.1,2.6,0.947,11.0,1.9,-1.6,1.2,10.4,0.2,0.053,-2.8,5.3,0.0,8.6,2.3,9.3,7.7,0.437,11.9,0.0,0.2,0.067,,,"$136,926",,2022,2021,2023
84,Dillon Brooks,SF,26,MEM,32,31,27.7,7.1,16.4,0.432,1.4,4.7,0.309,5.7,11.8,0.48,0.475,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,0.283,15.4,0.8,-1.8,-0.8,8.8,0.9,0.202,-1.0,3.4,0.7,15.5,1.9,8.0,6.0,0.515,28.8,0.0,1.6,0.087,,,"$12,200,000",$22627671,2022,2021,2023
85,Bruce Brown,SF,25,BRK,72,45,24.6,3.6,7.0,0.506,0.5,1.3,0.404,3.0,5.7,0.529,0.543,1.3,1.8,0.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9.0,0.186,11.5,2.6,0.7,1.1,14.7,2.0,0.253,-0.4,6.3,2.8,15.0,2.1,9.1,10.6,0.575,15.0,1.2,4.8,0.13,,,"$4,736,102",$22000000,2022,2021,2023
86,Charlie Brown Jr.,SG,24,TOT,22,2,8.1,0.5,1.8,0.256,0.0,0.5,0.083,0.4,1.2,0.333,0.269,0.4,0.5,0.9,0.6,0.8,1.5,0.3,0.5,0.2,0.2,0.8,1.4,0.308,4.5,2.0,-4.8,0.4,11.2,0.2,0.256,-5.2,9.0,-0.2,6.5,2.8,10.3,10.1,0.346,12.3,-0.1,0.0,0.012,,,,,2022,2021,2023
87,Charlie Brown Jr.,SG,24,DAL,3,0,5.0,0.3,1.7,0.2,0.0,1.0,0.0,0.3,0.7,0.5,0.2,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.3,0.0,0.7,0.7,0.6,8.9,6.0,-2.6,5.1,7.4,0.0,0.0,-7.7,0.0,-0.1,5.1,6.7,0.0,3.7,0.2,15.0,0.0,0.0,-0.05,,,,,2022,2021,2023
88,Charlie Brown Jr.,SG,24,PHI,19,2,8.5,0.5,1.8,0.265,0.1,0.5,0.111,0.4,1.3,0.32,0.279,0.5,0.5,0.9,0.7,0.9,1.6,0.3,0.4,0.2,0.3,0.8,1.5,0.265,4.1,1.7,-5.0,-0.1,11.5,0.2,0.294,-5.0,9.8,-0.1,6.6,2.5,11.5,10.7,0.365,12.0,-0.1,0.1,0.018,,,,,2022,2021,2023
89,Chaundee Brown Jr.,SG-SF,23,TOT,5,2,20.8,2.0,6.4,0.313,1.2,3.6,0.333,0.8,2.8,0.286,0.406,1.0,1.2,0.833,0.2,3.0,3.2,0.8,0.4,0.0,0.2,1.4,6.2,0.563,5.1,0.0,-6.6,-2.4,15.7,0.0,0.188,-4.3,1.1,0.0,6.4,0.9,2.8,8.4,0.447,14.9,-0.1,0.0,0.002,,,,,2022,2021,2023
90,Chaundee Brown Jr.,SF,23,LAL,2,0,10.5,0.5,3.5,0.143,0.0,1.5,0.0,0.5,2.0,0.25,0.143,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.429,0.0,0.0,-16.6,-5.0,10.2,0.0,0.0,-11.6,0.0,-0.1,-8.7,0.0,12.5,5.1,0.143,16.4,-0.1,-0.1,-0.306,,,,,2022,2021,2023
91,Chaundee Brown Jr.,SG,23,ATL,3,2,27.7,3.0,8.3,0.36,2.0,5.0,0.4,1.0,3.3,0.3,0.48,1.7,2.0,0.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7,0.6,6.4,0.0,-4.1,-1.7,17.0,0.0,0.24,-2.4,1.3,0.1,10.3,1.2,0.0,9.2,0.525,14.6,0.0,0.1,0.08,,,,,2022,2021,2023
92,Greg Brown III,SF,20,POR,48,6,13.3,1.7,4.0,0.426,0.4,1.3,0.311,1.3,2.7,0.481,0.476,0.9,1.4,0.677,0.8,2.0,2.8,0.7,0.5,0.5,0.8,1.9,4.7,0.321,8.1,3.7,-4.7,-0.7,17.3,0.5,0.342,-4.0,6.3,-0.1,11.0,2.0,14.1,11.6,0.515,17.2,-0.4,0.4,0.029,,,"$925,258",,2022,2021,2023
93,Jaylen Brown,SF,25,BOS,66,66,33.6,8.7,18.4,0.473,2.5,7.0,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,0.381,17.9,0.7,2.1,0.1,16.7,3.4,0.261,1.9,2.6,2.3,18.9,1.6,11.6,9.8,0.574,30.5,2.2,5.8,0.124,"$30,723,215",BOS,"$24,830,357",$31830357,2022,2021,2023
94,Moses Brown,C,22,TOT,40,6,8.6,1.6,2.7,0.593,0.0,0.0,,1.6,2.7,0.593,0.593,1.1,1.8,0.597,1.0,2.4,3.4,0.0,0.2,0.4,0.5,1.3,4.3,0.0,0.4,4.2,-3.3,-0.9,30.5,0.7,0.667,-2.4,12.7,0.5,18.5,1.0,12.5,21.7,0.612,20.7,-0.1,1.2,0.161,,,"$19,186",,2022,2021,2023
95,Moses Brown,C,22,DAL,26,1,6.5,1.0,1.9,0.54,0.0,0.0,,1.0,1.9,0.54,0.54,1.0,1.7,0.628,0.6,1.7,2.3,0.0,0.1,0.3,0.5,1.1,3.1,0.0,0.9,4.8,-4.8,-0.2,29.6,0.3,0.86,-4.7,10.5,0.1,15.5,0.9,16.9,20.1,0.588,22.1,-0.1,0.4,0.111,,,"$19,186",,2022,2021,2023
96,Moses Brown,C,22,CLE,14,5,12.6,2.6,4.1,0.638,0.0,0.0,,2.6,4.1,0.638,0.638,1.1,2.1,0.552,1.6,3.6,5.3,0.0,0.3,0.5,0.4,1.8,6.4,0.0,0.0,3.5,-1.9,-1.7,31.4,0.3,0.5,-0.2,14.8,0.4,21.4,1.1,7.8,23.2,0.636,19.3,0.0,0.8,0.207,,,"$19,186",,2022,2021,2023
97,Sterling Brown,SG,26,DAL,49,3,12.8,1.2,3.2,0.381,0.6,1.9,0.304,0.6,1.3,0.492,0.471,0.3,0.3,0.933,0.5,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.3,0.594,7.5,1.0,-2.9,0.5,21.8,0.9,0.097,-3.4,4.6,-0.1,8.4,1.1,12.5,13.2,0.495,13.2,-0.1,0.8,0.061,,,"$3,000,000",,2022,2021,2023
98,Troy Brown Jr.,SF,22,CHI,66,7,16.0,1.6,3.9,0.419,0.7,2.0,0.353,0.9,1.9,0.488,0.51,0.3,0.4,0.769,0.6,2.5,3.1,1.0,0.5,0.1,0.4,0.9,4.3,0.516,8.2,0.4,-1.8,-0.2,17.4,0.9,0.101,-1.7,4.2,0.5,10.1,1.7,8.8,10.8,0.525,12.3,0.1,1.4,0.065,,,"$5,170,564",$4000000,2022,2021,2023
99,Jalen Brunson,SG,25,DAL,79,61,31.9,6.4,12.8,0.502,1.2,3.2,0.373,5.2,9.6,0.545,0.549,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9,16.3,0.25,24.3,0.1,0.9,0.0,11.7,2.7,0.211,0.9,1.9,4.9,17.1,1.3,10.1,6.8,0.583,21.9,1.9,7.5,0.143,"$26,346,666",NYK,"$1,802,057",$26346666,2022,2021,2023
100,Thomas Bryant,C,24,WAS,27,9,16.3,2.9,5.5,0.52,0.4,1.6,0.286,2.4,3.9,0.613,0.561,1.3,1.5,0.875,1.0,3.0,4.0,0.9,0.2,0.8,0.7,1.6,7.4,0.284,7.9,4.1,-1.0,-0.7,20.4,0.4,0.27,-0.4,6.7,0.7,16.6,0.7,10.3,13.6,0.607,18.7,0.1,1.1,0.118,,,"$8,730,159",$2528233,2022,2021,2023
101,Shaq Buchanan,SG,25,MEM,2,0,5.0,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.0,0.0,,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.5,24.9,0.0,-10.7,0.3,10.7,0.0,0.0,-11.0,10.2,-0.1,0.6,4.8,33.3,10.5,0.25,24.6,0.0,0.0,-0.23,,,,,2022,2021,2023
102,Reggie Bullock,SF,30,DAL,68,37,28.0,3.0,7.4,0.401,2.1,5.8,0.36,0.9,1.6,0.55,0.542,0.6,0.7,0.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6,0.782,6.1,0.7,-1.4,0.0,12.2,2.0,0.096,-1.4,1.9,1.2,9.2,1.1,7.1,7.0,0.558,13.3,0.3,3.2,0.08,"$10,489,600",SAS,"$9,536,000",$11014080,2022,2021,2023
103,Trey Burke,PG,29,DAL,42,0,10.5,2.0,5.1,0.391,0.6,2.0,0.317,1.4,3.2,0.436,0.451,0.5,0.5,0.87,0.1,0.7,0.8,1.4,0.3,0.0,0.6,0.9,5.1,0.381,20.7,0.0,-5.0,-1.4,7.3,0.4,0.107,-3.6,1.0,-0.4,10.0,1.4,10.4,4.2,0.475,25.6,-0.3,0.0,0.003,,,"$3,333,333",,2022,2021,2023
104,Alec Burks,SG,30,NYK,81,44,28.6,3.5,9.0,0.391,1.9,4.8,0.404,1.6,4.2,0.378,0.499,2.7,3.3,0.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,2.7,11.7,0.534,15.7,1.1,0.8,1.2,16.6,2.9,0.363,-0.4,2.1,3.2,13.7,1.8,9.7,9.2,0.559,17.7,1.7,6.1,0.126,"$10,489,600",DET,"$9,536,000",$10489600,2022,2021,2023
105,Jared Butler,SG,21,UTA,42,1,8.6,1.5,3.6,0.404,0.7,2.1,0.318,0.8,1.5,0.524,0.497,0.3,0.4,0.688,0.1,1.0,1.1,1.5,0.4,0.2,0.8,1.1,3.8,0.583,26.0,2.0,-1.6,0.7,11.8,0.5,0.106,-2.3,1.6,0.0,12.1,2.3,17.3,6.8,0.509,23.1,0.0,0.4,0.057,,,"$925,258",,2022,2021,2023
106,Jimmy Butler,SF,32,MIA,57,57,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.5,12.5,0.52,0.496,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,0.14,26.4,1.5,6.3,1.9,13.5,2.9,0.549,4.5,6.1,6.2,23.6,2.4,10.5,9.9,0.592,26.5,4.0,9.2,0.228,"$45,183,960",MIA,"$36,016,200",$45183960,2022,2021,2023
107,Devontae Cacok,PF,25,SAS,15,0,8.1,1.4,2.1,0.677,0.0,0.0,,1.4,2.1,0.677,0.677,0.3,0.5,0.571,0.5,2.3,2.8,0.4,0.5,0.5,0.2,1.1,3.1,0.0,6.9,4.9,4.2,3.5,29.7,0.3,0.226,0.7,6.9,0.3,20.2,3.2,8.1,18.2,0.675,12.9,0.2,0.5,0.206,,,"$364,533",,2022,2021,2023
108,Kentavious Caldwell-Pope,SG,28,WAS,77,77,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2.0,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,0.492,9.1,0.9,-1.5,-0.6,10.3,1.4,0.186,-0.9,2.0,1.4,12.6,1.8,9.8,6.2,0.568,19.0,0.3,2.8,0.058,"$14,704,938",DEN,"$13,038,862",$14704938,2022,2021,2023
109,Facundo Campazzo,PG,30,DEN,65,4,18.2,1.6,4.6,0.361,0.9,3.0,0.301,0.8,1.6,0.476,0.459,0.9,1.2,0.769,0.4,1.4,1.8,3.4,1.0,0.4,1.0,1.9,5.1,0.652,24.1,1.8,-0.8,1.3,8.6,1.3,0.264,-2.1,2.2,0.6,11.1,2.6,16.9,5.5,0.503,14.7,0.4,2.0,0.081,,,"$3,804,150",,2022,2021,2023
110,Vlatko Čančar,PF,24,DEN,15,1,11.7,1.5,2.7,0.561,0.5,0.8,0.583,1.1,1.9,0.552,0.646,0.6,0.9,0.643,0.5,1.5,2.1,1.1,0.1,0.2,0.6,1.2,4.1,0.293,13.2,1.5,-1.7,-0.9,14.1,0.1,0.341,-0.9,5.2,0.3,12.7,0.6,16.0,9.8,0.657,14.0,0.0,0.4,0.114,"$2,234,359",DEN,"$1,782,621",$2234359,2022,2021,2023
111,Devin Cannady,PG,25,ORL,5,0,29.0,3.0,8.8,0.341,3.0,7.4,0.405,0.0,1.4,0.0,0.511,1.0,1.4,0.714,0.2,1.0,1.2,2.0,1.0,0.6,1.0,1.8,10.0,0.841,10.0,1.9,-3.2,-0.4,3.7,0.1,0.159,-2.8,0.7,0.0,8.6,1.7,9.6,2.2,0.531,15.5,0.0,0.1,0.033,,,"$100,000",,2022,2021,2023
112,Clint Capela,C,27,ATL,74,73,27.6,5.0,8.2,0.613,0.0,0.0,0.0,5.0,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,0.002,6.6,4.1,2.0,-0.1,31.9,2.7,0.28,2.1,15.0,5.6,21.4,1.3,6.1,23.5,0.604,15.5,2.1,8.3,0.195,"$20,616,000",ATL,"$17,103,448",$20616000,2022,2021,2023
113,Vernon Carey Jr.,C,20,TOT,7,1,6.3,1.0,1.9,0.538,0.0,0.0,,1.0,1.9,0.538,0.538,0.9,1.9,0.462,1.1,0.6,1.7,0.0,0.3,0.1,0.4,0.6,2.9,0.0,0.0,1.9,-7.5,-4.5,9.8,0.0,1.0,-3.0,19.9,0.0,15.8,2.2,13.8,14.8,0.534,21.6,-0.1,0.1,0.068,,,"$1,517,981",,2022,2021,2023
114,Vernon Carey Jr.,C,20,CHO,4,1,4.3,0.8,1.5,0.5,0.0,0.0,,0.8,1.5,0.5,0.5,0.5,0.8,0.667,0.8,0.5,1.3,0.0,0.3,0.0,0.3,0.3,2.0,0.0,0.0,0.0,-8.0,-5.2,12.6,0.0,0.5,-2.8,18.4,0.0,17.2,2.8,12.0,15.6,0.546,20.8,0.0,0.0,0.099,,,"$1,517,981",,2022,2021,2023
115,Vernon Carey Jr.,C,20,WAS,3,0,9.0,1.3,2.3,0.571,0.0,0.0,,1.3,2.3,0.571,0.571,1.3,3.3,0.4,1.7,0.7,2.3,0.0,0.3,0.3,0.7,1.0,4.0,0.0,0.0,3.1,-7.3,-4.1,8.1,0.0,1.429,-3.2,20.8,0.0,15.0,1.8,14.9,14.4,0.526,22.1,0.0,0.0,0.049,,,"$1,517,981",,2022,2021,2023
116,Jevon Carter,PG,26,TOT,66,3,13.7,1.5,3.8,0.387,1.0,2.6,0.388,0.5,1.3,0.386,0.518,0.2,0.3,0.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1.0,4.2,0.672,14.0,1.4,-2.2,-0.4,11.2,0.7,0.071,-1.8,1.7,0.5,9.6,1.3,11.5,6.6,0.531,14.0,-0.1,1.2,0.062,,,"$457,149",$6190476,2022,2021,2023
117,Jevon Carter,PG,26,BRK,46,1,12.0,1.3,3.8,0.333,0.9,2.8,0.331,0.3,1.0,0.34,0.454,0.2,0.2,0.7,0.2,1.3,1.5,1.0,0.3,0.2,0.6,1.0,3.6,0.73,10.9,1.6,-4.4,-0.9,11.2,0.4,0.057,-3.6,1.8,-0.4,6.5,1.2,12.7,6.6,0.462,15.9,-0.3,-0.1,-0.005,,,"$457,149",$6190476,2022,2021,2023
118,Jevon Carter,PG,26,MIL,20,2,17.7,2.0,4.0,0.506,1.2,2.2,0.558,0.8,1.8,0.444,0.658,0.4,0.4,1.0,0.3,1.9,2.2,2.5,0.5,0.2,0.4,1.1,5.6,0.544,18.8,1.1,1.2,0.3,11.2,0.3,0.101,0.9,1.5,0.9,14.4,1.4,8.8,6.5,0.679,10.9,0.3,1.2,0.167,,,"$457,149",$6190476,2022,2021,2023
119,Wendell Carter Jr.,PF,22,ORL,62,61,29.9,5.8,11.0,0.525,1.1,3.5,0.327,4.7,7.6,0.615,0.576,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15.0,0.313,15.4,2.1,1.6,0.6,29.1,2.4,0.303,1.0,7.9,2.6,18.4,0.9,13.1,18.5,0.601,20.9,1.7,5.0,0.129,"$13,050,000",ORL,"$6,920,027",$13050000,2022,2021,2023
120,Alex Caruso,SG,27,CHI,41,18,28.0,2.5,6.2,0.398,1.0,3.1,0.333,1.5,3.2,0.462,0.48,1.4,1.8,0.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4,0.492,18.5,1.1,0.2,2.3,11.2,1.2,0.285,-2.2,3.3,0.7,11.7,3.0,16.5,7.3,0.528,13.3,0.6,2.0,0.082,"$9,460,000",CHI,"$8,604,651",$9460000,2022,2021,2023
121,Willie Cauley-Stein,C,28,TOT,20,2,9.2,0.8,1.8,0.457,0.1,0.1,0.5,0.8,1.7,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2.0,0.5,0.3,0.2,0.4,1.0,1.7,0.057,7.5,1.5,-3.0,1.1,16.4,0.3,0.057,-4.1,7.9,0.0,8.3,1.7,16.3,12.2,0.474,10.6,0.0,0.2,0.066,,,,,2022,2021,2023
122,Willie Cauley-Stein,C,28,DAL,18,2,9.8,0.9,1.9,0.457,0.1,0.1,0.5,0.8,1.8,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9,0.057,7.0,1.5,-3.1,0.9,15.7,0.2,0.057,-4.1,8.2,0.0,8.4,1.7,16.3,11.9,0.474,10.9,0.0,0.2,0.063,,,,,2022,2021,2023
