,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,CurrentSalary,CurrentTeam,PrevSal,NextSal,NameYear,PrevYear,NextYear,SalClean,SalNorm,PrevSalClean,NextSalClean,PrevSalNorm,NextSalNorm
648,Domantas Sabonis,PF,25,TOT,62,61,34.5,7.1,12.5,0.573,0.6,2.0,0.312,6.5,10.5,0.623,0.598,4.0,5.4,0.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9,0.162,23.6,1.1,4.1,0.9,29.0,1.8,0.429,3.2,10.3,5.3,21.9,1.3,17.5,19.5,0.637,22.3,3.2,7.1,0.159,"$22,000,000",SAC,"$18,562,500",$30600000,2022,2021,2022,,,18.5625,30.6,22.460634907573787,33.660123731349316
649,Domantas Sabonis,PF,25,IND,47,46,34.7,7.0,12.1,0.58,0.7,2.3,0.324,6.3,9.9,0.639,0.61,4.1,5.5,0.74,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9,0.189,22.2,1.2,4.6,1.0,28.6,1.3,0.452,3.6,10.4,4.4,22.2,1.4,17.3,19.4,0.649,21.7,2.7,5.7,0.168,"$22,000,000",SAC,"$18,562,500",$30600000,2022,2021,2022,,,18.5625,30.6,22.460634907573787,33.660123731349316
650,Domantas Sabonis,PF,25,SAC,15,15,33.6,7.5,13.5,0.554,0.3,1.1,0.235,7.2,12.3,0.584,0.564,3.7,4.9,0.743,3.1,9.3,12.3,5.8,0.9,0.3,3.5,3.8,18.9,0.084,28.0,0.9,2.3,0.5,30.3,0.5,0.366,1.8,9.8,0.9,21.0,1.2,18.1,20.0,0.603,24.4,0.5,1.4,0.132,"$22,000,000",SAC,"$18,562,500",$30600000,2022,2021,2022,,,18.5625,30.6,22.460634907573787,33.660123731349316
664,Alperen Şengün,C,19,HOU,72,13,20.7,3.5,7.3,0.474,0.4,1.6,0.248,3.1,5.7,0.539,0.502,2.3,3.2,0.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6,0.223,19.1,4.1,-1.0,0.6,18.9,1.3,0.442,-1.6,10.1,0.8,16.0,1.9,18.8,14.5,0.552,22.0,0.4,2.1,0.068,"$3,536,280",HOU,"$3,214,680",$3536280,2022,2021,2022,,,3.21468,3.53628,3.8897645158076393,3.8899222989769924
665,Collin Sexton,SG,23,CLE,11,11,28.7,6.2,13.7,0.45,1.0,4.1,0.244,5.2,9.6,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0,0.298,11.9,0.0,-4.1,-0.7,7.9,0.3,0.258,-3.5,4.6,-0.4,11.2,1.6,15.6,6.3,0.523,27.9,-0.2,-0.1,-0.009,"$17,325,000",UTA,"$6,349,671",$17325000,2022,2021,2022,,,6.349671,17.325,7.683105299081964,19.057570053778655
666,Landry Shamet,SG,24,PHO,69,14,20.8,2.8,7.0,0.394,1.8,4.8,0.368,1.0,2.2,0.45,0.521,1.0,1.2,0.84,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,0.689,9.7,0.6,-1.2,-0.4,8.0,1.5,0.167,-0.9,1.2,1.1,10.2,0.9,7.3,4.7,0.55,16.8,0.3,2.6,0.085,"$10,250,000",WAS,"$3,768,342",$10250000,2022,2021,2022,,,3.768342,10.25,4.559695831319941,11.275041445958513
667,Day'Ron Sharpe,PF,20,BRK,32,8,12.2,2.7,4.7,0.577,0.1,0.2,0.286,2.6,4.4,0.592,0.584,0.8,1.3,0.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2,0.047,6.7,3.4,-2.8,-2.5,21.4,0.5,0.275,-0.3,23.2,0.8,20.7,1.2,15.2,22.3,0.593,21.7,-0.1,1.2,0.152,"$2,210,040",BRK,"$2,009,040",$2210040,2022,2021,2022,,,2.00904,2.21004,2.4309394723077196,2.431052936314746
668,Pascal Siakam,PF,27,TOR,68,68,37.9,8.8,17.8,0.494,1.1,3.2,0.344,7.7,14.5,0.527,0.525,4.2,5.6,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8,0.181,23.0,1.6,3.5,0.8,20.1,3.2,0.314,2.7,5.1,4.9,20.3,1.6,11.6,12.2,0.565,25.8,3.6,8.1,0.151,"$37,893,408",TOR,"$31,320,000",$37893408,2022,2021,2022,,,31.32,37.893408,37.89721671677905,41.68290202230399
673,Anfernee Simons,SG,22,POR,57,30,29.5,6.2,14.0,0.443,3.1,7.8,0.405,3.1,6.2,0.49,0.555,1.8,2.0,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3,0.555,22.2,0.4,-0.7,-2.7,8.5,-0.1,0.146,1.9,1.6,2.0,15.3,0.9,11.9,4.9,0.583,24.8,0.5,1.9,0.055,"$24,107,143",POR,"$3,938,818",$24107143,2022,2021,2022,,,3.938818,24.107143,4.7659718823100325,26.517954777429132
675,Jericho Sims,PF,23,NYK,41,5,13.5,1.0,1.3,0.722,0.0,0.0,,1.0,1.3,0.722,0.722,0.3,0.7,0.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2,0.0,5.3,3.9,-1.7,1.1,21.3,0.8,0.537,-2.8,11.6,0.7,11.6,1.0,23.1,16.4,0.674,6.9,0.0,1.5,0.128,"$1,927,896",NYK,,$1927896,2022,2021,2022,,,0.0,1.927896,0.0,2.1206933954631837
680,Marcus Smart,PG,27,BOS,71,71,32.3,4.2,10.1,0.418,1.7,5.1,0.331,2.5,5.0,0.506,0.501,2.0,2.5,0.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,12.1,0.501,25.6,0.7,0.5,1.7,10.5,3.7,0.249,-1.2,2.0,1.9,13.6,2.6,16.6,6.4,0.54,18.3,1.5,5.6,0.116,"$18,583,713",MEM,"$14,339,285",$18833713,2022,2021,2022,,,14.339285,18.833713,17.350542503469317,20.717160454271966
685,Jalen Smith,PF,21,TOT,51,8,18.1,3.5,6.9,0.503,0.8,2.4,0.328,2.7,4.5,0.596,0.56,1.5,2.0,0.765,2.0,4.0,6.0,0.5,0.3,0.8,0.8,1.9,9.2,0.349,3.9,3.9,-0.5,-1.4,24.5,1.1,0.291,0.9,12.0,1.7,18.4,0.8,9.6,18.2,0.595,20.3,0.3,2.8,0.145,"$5,043,773",IND,"$4,458,000",$5043773,2022,2021,2022,,,4.458,5.043773,5.394182379418933,5.54817069453722
686,Jalen Smith,PF,21,PHO,29,4,13.2,2.2,4.7,0.46,0.3,1.3,0.231,1.9,3.4,0.551,0.493,1.4,1.8,0.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6.0,0.285,2.1,4.2,-2.3,-0.5,23.0,0.7,0.38,-1.9,15.9,0.4,15.9,0.8,12.1,19.5,0.547,20.5,0.0,1.1,0.137,"$5,043,773",IND,"$4,458,000",$5043773,2022,2021,2022,,,4.458,5.043773,5.394182379418933,5.54817069453722
687,Jalen Smith,PF,21,IND,22,4,24.7,5.1,9.7,0.531,1.4,3.8,0.373,3.7,5.9,0.631,0.603,1.7,2.3,0.76,2.1,5.5,7.6,0.8,0.4,1.0,0.9,2.0,13.4,0.39,5.1,3.7,0.8,-2.1,25.5,0.4,0.235,2.9,9.3,1.3,20.2,0.8,7.8,17.3,0.628,20.1,0.4,1.7,0.15,"$5,043,773",IND,"$4,458,000",$5043773,2022,2021,2022,,,4.458,5.043773,5.394182379418933,5.54817069453722
694,Jaden Springer,SG,19,PHI,2,0,3.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,30.0,17.1,8.7,18.3,0.0,0.0,8.3,18.9,0.0,26.4,0.0,50.0,18.6,1.0,15.0,0.0,0.0,0.138,"$2,226,240",PHI,"$2,023,800",$2226240,2022,2021,2022,,,2.0238,2.22624,2.4487990801857418,2.4488730018195786
696,Nik Stauskas,SG,28,TOT,8,0,4.9,0.6,1.8,0.357,0.5,1.3,0.4,0.1,0.5,0.25,0.5,0.5,0.8,0.667,0.1,0.3,0.4,0.3,0.0,0.0,0.1,0.1,2.3,0.714,7.3,0.0,-3.6,-2.7,5.7,0.0,0.429,-0.9,3.0,0.0,10.5,0.0,5.7,4.4,0.541,20.0,0.0,0.1,0.078,"$702,311",IND,,$702311,2022,2021,2022,,,0.0,0.702311,0.0,0.7725449398002506
697,Nik Stauskas,SG,28,MIA,2,0,12.0,1.5,4.0,0.375,1.0,2.0,0.5,0.5,2.0,0.25,0.5,1.5,2.0,0.75,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5,0.5,6.0,0.0,-1.3,-1.3,9.3,0.0,0.5,0.0,4.8,0.1,13.1,0.0,0.0,7.1,0.564,18.1,0.0,0.1,0.142,"$702,311",IND,,$702311,2022,2021,2022,,,0.0,0.702311,0.0,0.7725449398002506
698,Nik Stauskas,SG,28,BOS,6,0,2.5,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,,0.5,0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1.2,1.0,9.4,0.0,-7.3,-4.8,0.0,0.0,0.333,-2.4,0.0,0.0,6.2,0.0,12.7,0.0,0.509,23.1,0.0,0.0,-0.025,"$702,311",IND,,$702311,2022,2021,2022,,,0.0,0.702311,0.0,0.7725449398002506
702,Lamar Stevens,PF,24,CLE,63,13,16.1,2.5,5.1,0.489,0.3,1.0,0.277,2.2,4.0,0.543,0.517,0.8,1.2,0.707,0.7,1.9,2.6,0.7,0.5,0.3,0.7,1.7,6.1,0.204,6.5,1.6,-2.9,0.3,12.5,1.2,0.235,-3.2,5.2,0.4,11.3,1.5,10.4,8.9,0.544,17.1,-0.2,1.6,0.078,"$1,930,681",SAS,"$1,517,981",$400000,2022,2021,2022,,,1.517981,0.4,1.8367578202092265,0.44000161740325905
703,Isaiah Stewart,C,20,DET,71,71,25.6,3.5,6.9,0.51,0.2,0.6,0.326,3.3,6.3,0.529,0.526,1.0,1.5,0.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3,0.094,6.9,3.9,-3.3,-0.8,24.5,1.8,0.21,-2.5,12.8,1.6,14.0,0.6,13.7,18.4,0.55,14.6,-0.6,3.4,0.091,"$5,266,713",DET,"$3,277,080",$5266713,2022,2021,2022,,,3.27708,5.266713,3.9652685491131,5.793405595996926
705,Jalen Suggs,PG,20,ORL,48,45,27.2,4.1,11.4,0.361,0.9,4.1,0.214,3.3,7.3,0.443,0.4,2.6,3.4,0.773,0.5,3.0,3.6,4.4,1.2,0.4,3.0,3.0,11.8,0.358,24.9,1.3,-5.6,-0.2,11.7,1.3,0.297,-5.3,2.1,-3.0,8.6,2.2,18.7,6.9,0.455,25.3,-1.2,-1.6,-0.06,"$7,252,080",ORL,"$6,593,040",$7252080,2022,2021,2022,,,6.59304,7.25208,7.977581918978062,7.977317323844567
708,Jae'Sean Tate,PF,26,HOU,78,77,26.4,4.7,9.3,0.498,0.8,2.6,0.312,3.8,6.8,0.569,0.541,1.7,2.4,0.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8,0.277,16.9,1.8,-1.8,-0.5,15.3,1.1,0.252,-1.3,7.2,1.9,14.3,1.7,14.6,11.2,0.567,19.6,0.1,3.0,0.071,"$6,500,000",HOU,"$1,517,981",$6500000,2022,2021,2022,,,1.517981,6.5,1.8367578202092265,7.150026282802959
709,Jayson Tatum,SF,23,BOS,76,76,35.9,9.3,20.6,0.453,3.0,8.6,0.353,6.3,12.0,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,0.416,21.1,1.6,5.0,0.6,20.2,4.6,0.3,4.3,3.5,5.0,21.8,1.4,10.9,12.1,0.578,32.1,4.8,9.6,0.169,"$32,600,060",BOS,"$28,103,550",$32600060,2022,2021,2022,,,28.10355,32.60006,34.00531050002668,35.86019781860822
715,Daniel Theis,C,29,TOT,47,27,20.8,3.2,6.2,0.519,0.7,2.3,0.308,2.5,3.9,0.641,0.576,1.0,1.5,0.681,1.3,3.6,4.9,0.9,0.4,0.7,1.0,2.4,8.2,0.368,6.3,2.9,-2.1,-0.2,18.8,1.0,0.247,-1.9,6.6,0.9,13.2,1.0,12.5,12.7,0.595,16.2,0.0,1.9,0.093,"$9,108,387",IND,"$8,372,093",$9108387,2022,2021,2022,,,8.372093,9.108387,10.13023699853221,10.019262529837047
716,Daniel Theis,C,29,HOU,26,21,22.5,3.2,6.9,0.469,0.9,3.0,0.291,2.3,3.8,0.61,0.534,1.0,1.5,0.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4,0.441,5.1,2.6,-3.4,-0.9,18.5,0.3,0.223,-2.6,6.0,0.1,10.7,0.9,13.6,12.2,0.554,16.5,-0.2,0.3,0.028,"$9,108,387",IND,"$8,372,093",$9108387,2022,2021,2022,,,8.372093,9.108387,10.13023699853221,10.019262529837047
717,Daniel Theis,C,29,BOS,21,6,18.7,3.2,5.3,0.598,0.5,1.3,0.357,2.7,4.0,0.679,0.643,1.0,1.5,0.688,1.3,3.4,4.7,1.0,0.4,0.7,0.7,2.3,7.9,0.25,8.0,3.3,-0.1,0.9,19.1,0.7,0.286,-1.0,7.6,0.9,17.0,1.1,10.6,13.5,0.658,15.8,0.2,1.6,0.19,"$9,108,387",IND,"$8,372,093",$9108387,2022,2021,2022,,,8.372093,9.108387,10.13023699853221,10.019262529837047
719,Cam Thomas,SG,20,BRK,67,2,17.6,3.3,7.5,0.433,0.7,2.6,0.27,2.6,4.9,0.52,0.48,1.3,1.6,0.829,0.2,2.2,2.4,1.2,0.5,0.1,0.8,1.0,8.5,0.346,9.7,0.6,-3.4,-1.4,13.1,0.8,0.209,-2.0,1.5,0.0,11.7,1.4,9.1,7.5,0.519,22.1,-0.4,0.8,0.033,"$2,240,160",BRK,"$2,036,280",$2240160,2022,2021,2022,,,2.03628,2.24016,2.463899886846834,2.4641850581052114
725,Klay Thompson,SG,31,GSW,32,32,29.4,7.7,17.9,0.429,3.6,9.3,0.385,4.1,8.7,0.477,0.529,1.4,1.6,0.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,0.517,16.1,1.7,1.1,-1.6,12.4,1.2,0.089,2.6,1.8,0.6,16.7,0.8,6.7,7.3,0.547,29.6,0.7,1.8,0.091,"$43,219,440",GSW,"$37,980,720",$43219440,2022,2021,2022,,,37.98072,43.21944,45.956691471880724,47.54155875815777
730,JT Thor,PF,19,CHO,33,0,7.9,0.7,1.7,0.436,0.2,0.8,0.259,0.5,0.8,0.607,0.5,0.4,0.6,0.6,0.3,1.0,1.3,0.6,0.2,0.3,0.3,0.8,2.0,0.491,9.2,4.0,-3.0,0.1,13.1,0.2,0.364,-3.1,4.4,0.1,9.7,1.5,13.6,8.7,0.525,12.0,-0.1,0.3,0.058,"$1,836,096",CHO,"$1,250,000",$1836096,2022,2021,2022,,,1.25,1.836096,1.5125006671766859,2.0197130242691355
733,Xavier Tillman Sr.,PF,23,MEM,53,2,13.2,1.8,4.1,0.454,0.2,0.9,0.204,1.7,3.2,0.527,0.477,0.9,1.3,0.648,1.2,1.8,3.0,1.2,0.9,0.3,0.6,1.2,4.8,0.227,11.6,1.9,0.7,1.8,14.5,1.2,0.329,-1.1,9.6,0.6,15.1,3.3,12.1,12.0,0.51,16.4,0.5,1.8,0.121,"$1,930,681",MEM,"$1,517,981",$1930681,2022,2021,2022,,,1.517981,1.930681,1.8367578202092265,2.123756906724354
734,Isaiah Todd,PF,20,WAS,12,0,6.2,0.6,2.2,0.269,0.3,1.3,0.25,0.3,0.8,0.3,0.346,0.2,0.5,0.333,0.3,0.8,1.0,0.3,0.3,0.2,0.3,0.3,1.7,0.615,7.3,2.3,-6.9,-1.2,13.3,0.1,0.231,-5.7,4.6,-0.2,4.7,2.7,12.3,9.0,0.349,19.6,-0.1,-0.2,-0.104,"$1,836,096",MEM,"$1,500,000",$1836096,2022,2021,2022,,,1.5,1.836096,1.8150008006120233,2.0197130242691355
735,Obi Toppin,PF,23,NYK,72,10,17.1,3.5,6.6,0.531,0.7,2.3,0.308,2.8,4.2,0.655,0.586,1.3,1.7,0.758,1.0,2.8,3.7,1.1,0.3,0.5,0.8,1.4,9.0,0.357,10.9,2.6,2.0,0.3,17.7,1.5,0.262,1.7,5.9,2.5,18.3,1.0,9.6,11.7,0.614,20.8,1.2,3.9,0.153,"$6,803,012",IND,"$5,105,160",$6803012,2022,2021,2022,,,5.10516,6.803012,6.177246324834984,7.48334070803445
737,Karl-Anthony Towns,C,26,MIN,74,74,33.5,8.7,16.4,0.529,2.0,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6,0.301,18.0,3.2,5.0,0.5,23.6,3.2,0.385,4.5,8.2,7.1,24.1,1.4,13.7,15.7,0.64,27.8,4.4,10.3,0.199,"$36,016,200",MIN,"$31,610,000",$36016200,2022,2021,2022,,,31.61,36.0162,38.24811687156403,39.61796563179814
738,Gary Trent Jr.,SG,23,TOR,70,69,35.0,6.4,15.5,0.414,3.0,7.8,0.383,3.4,7.7,0.445,0.511,2.5,2.9,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3,0.502,8.8,0.8,0.2,0.3,7.7,2.5,0.188,-0.1,1.1,3.1,14.7,2.5,5.8,4.2,0.546,21.8,1.3,5.6,0.11,"$18,785,000",TOR,"$16,000,000",$18560000,2022,2021,2022,,,16.0,18.56,19.36000853986158,20.416075047511217
739,P.J. Tucker,PF,36,MIA,71,70,27.9,2.9,6.0,0.484,1.1,2.7,0.415,1.8,3.3,0.54,0.577,0.6,0.9,0.738,1.4,4.0,5.5,2.1,0.8,0.2,0.9,2.3,7.6,0.451,10.6,0.8,0.6,1.4,16.2,2.6,0.143,-0.8,5.8,2.4,11.3,1.5,12.7,11.1,0.593,11.7,1.3,5.0,0.121,"$11,014,500",PHI,"$7,000,000",$11014500,2022,2021,2022,,,7.0,11.0145,8.470003736189442,12.115994537220491
743,Myles Turner,C,25,IND,42,42,29.4,4.8,9.4,0.509,1.5,4.4,0.333,3.3,5.0,0.662,0.587,1.9,2.5,0.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9,0.466,5.1,8.3,1.4,1.4,21.3,1.4,0.267,0.1,5.8,1.7,17.4,1.1,10.9,13.4,0.615,17.1,1.1,3.1,0.12,"$20,975,000",IND,"$18,000,000",$20975000,2022,2021,2022,,,18.0,20.975,21.78000960734428,23.072584812583397
744,Jonas Valančiūnas,C,29,NOP,74,74,30.3,6.9,12.7,0.544,0.8,2.1,0.361,6.1,10.5,0.581,0.574,3.2,3.9,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8,0.168,14.0,2.6,1.9,-0.1,31.2,2.7,0.308,2.0,10.9,4.6,21.2,0.9,14.4,20.8,0.617,23.8,2.2,7.3,0.156,"$15,435,000",NOP,"$14,000,000",$15435000,2022,2021,2022,,,14.0,15.435,16.940007472378884,16.978562411548257
748,Jarred Vanderbilt,PF,22,MIN,74,67,25.4,2.9,4.9,0.587,0.0,0.2,0.143,2.8,4.7,0.605,0.59,1.2,1.8,0.656,2.9,5.5,8.4,1.3,1.3,0.6,1.0,2.4,6.9,0.039,6.7,2.4,0.2,1.0,23.9,2.9,0.363,-0.8,12.0,3.1,15.3,2.5,14.8,17.8,0.612,10.9,1.1,6.0,0.153,"$4,698,000",LAL,"$4,259,259",$4698000,2022,2021,2022,,,4.259259,4.698,5.153705663342644,5.1678189964012775
750,Devin Vassell,SF,21,SAS,71,32,27.3,4.6,10.8,0.427,1.9,5.4,0.361,2.7,5.4,0.492,0.516,1.2,1.4,0.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.0,12.3,0.497,9.7,1.8,-0.5,0.0,14.3,2.0,0.13,-0.5,2.4,1.3,13.3,1.9,6.7,8.3,0.54,18.9,0.7,3.3,0.082,"$5,887,899",SAS,"$4,235,160",$5887899,2022,2021,2022,,,4.23516,5.887899,5.124545860480011,6.476712707767579
752,Nikola Vučević,C,31,CHI,73,73,33.1,7.5,15.8,0.473,1.4,4.5,0.314,6.1,11.3,0.537,0.518,1.3,1.7,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,0.287,15.2,2.5,0.9,0.1,30.7,3.2,0.105,0.8,6.6,1.4,18.2,1.4,10.1,18.7,0.533,24.5,1.8,4.5,0.09,"$20,000,000",CHI,"$24,000,000",$18518519,2022,2021,2022,,,24.0,18.518519,29.040012809792373,20.370445779782457
753,Dean Wade,PF,25,CLE,51,28,19.2,1.9,4.3,0.456,1.0,2.8,0.359,0.9,1.5,0.64,0.574,0.4,0.6,0.667,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3,0.654,7.3,0.6,-0.6,1.3,13.1,1.1,0.138,-1.9,3.6,1.1,10.1,1.5,6.5,8.5,0.584,11.1,0.4,2.3,0.111,"$5,709,877",CLE,"$1,782,621",$5709877,2022,2021,2022,,,1.782621,5.709877,2.156972361458537,6.280887787934171
754,Franz Wagner,SF,20,ORL,79,79,30.7,5.8,12.3,0.468,1.2,3.4,0.354,4.6,8.9,0.511,0.517,2.4,2.8,0.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1,15.2,0.278,15.7,1.3,-0.7,-0.3,11.9,1.9,0.225,-0.4,3.6,2.1,14.7,1.4,10.0,7.7,0.559,21.2,0.8,4.0,0.079,"$5,508,720",ORL,"$5,007,840",$5508720,2022,2021,2022,,,5.00784,5.50872,6.059489072891275,6.059614274554203
756,Ish Wainright,PF,27,PHO,45,0,8.0,0.9,2.3,0.394,0.4,1.3,0.322,0.5,1.0,0.489,0.486,0.2,0.3,0.583,0.6,0.6,1.2,0.3,0.4,0.1,0.3,1.1,2.4,0.567,5.3,1.5,-2.0,1.0,7.9,0.6,0.115,-3.0,8.3,0.0,9.4,2.7,10.6,8.1,0.494,14.7,0.0,0.6,0.079,"$1,927,896",PHO,"$8,558",$1927896,2022,2021,2022,,,0.008558,1.927896,0.010355184567758463,2.1206933954631837
772,Trendon Watford,SF,21,POR,48,10,18.1,3.0,5.6,0.532,0.2,0.8,0.237,2.8,4.8,0.581,0.549,1.5,2.0,0.755,1.2,3.0,4.1,1.7,0.5,0.6,0.9,2.4,7.6,0.142,14.6,3.2,-1.7,-0.4,18.6,0.5,0.352,-1.4,7.0,1.4,15.8,1.4,12.5,12.6,0.59,17.6,0.1,1.9,0.104,"$1,836,096",POR,"$260,561",$1836096,2022,2021,2022,,,0.260561,1.836096,0.31527894907217957,2.0197130242691355
777,Derrick White,SG,27,TOT,75,52,29.3,4.5,10.7,0.421,1.5,4.9,0.312,3.0,5.7,0.515,0.493,2.7,3.1,0.864,0.5,3.0,3.5,4.9,0.9,0.8,1.6,2.3,13.2,0.461,22.9,2.3,0.9,0.6,10.7,2.3,0.294,0.4,1.8,2.8,14.8,1.4,11.6,6.3,0.549,19.9,1.6,5.1,0.111,"$18,107,143",BOS,"$15,178,571",$18357143,2022,2021,2022,,,15.178571,18.357143,18.366079011430955,20.192931527257286
778,Derrick White,SG,27,SAS,49,48,30.3,5.0,11.6,0.426,1.7,5.3,0.314,3.3,6.4,0.519,0.497,2.8,3.3,0.869,0.5,3.0,3.5,5.6,1.0,0.9,1.8,2.4,14.4,0.453,25.2,2.4,1.8,0.6,10.5,1.3,0.281,1.2,1.8,2.0,15.7,1.6,12.0,6.1,0.551,20.7,1.4,3.3,0.107,"$18,107,143",BOS,"$15,178,571",$18357143,2022,2021,2022,,,15.178571,18.357143,18.366079011430955,20.192931527257286
779,Derrick White,SG,27,BOS,26,4,27.4,3.6,8.8,0.409,1.3,4.3,0.306,2.3,4.6,0.504,0.483,2.5,2.9,0.853,0.5,2.9,3.4,3.5,0.6,0.6,1.2,2.2,11.0,0.483,18.2,2.0,-0.9,0.5,11.1,0.9,0.326,-1.4,2.0,0.9,12.9,1.0,10.8,6.7,0.544,18.2,0.2,1.8,0.121,"$18,107,143",BOS,"$15,178,571",$18357143,2022,2021,2022,,,15.178571,18.357143,18.366079011430955,20.192931527257286
782,Aaron Wiggins,SG,23,OKC,50,35,24.2,3.1,6.7,0.463,0.8,2.8,0.304,2.3,4.0,0.573,0.525,1.2,1.7,0.729,1.0,2.5,3.6,1.4,0.6,0.2,1.1,1.9,8.3,0.409,8.5,0.8,-4.3,-0.9,11.0,0.8,0.252,-3.4,4.3,0.5,10.3,1.2,12.6,7.6,0.556,15.3,-0.7,1.2,0.048,"$1,836,096",OKC,"$1,000,000",$1836096,2022,2021,2022,,,1.0,1.836096,1.2100005337413489,2.0197130242691355
783,Andrew Wiggins,SF,26,GSW,73,73,31.9,6.5,14.0,0.466,2.2,5.5,0.393,4.4,8.5,0.513,0.543,2.0,3.2,0.634,1.2,3.3,4.5,2.2,1.0,0.7,1.5,2.2,17.2,0.392,10.8,2.1,0.4,0.1,10.9,3.4,0.231,0.3,4.1,1.8,15.0,1.6,9.0,7.6,0.56,23.1,1.4,5.1,0.105,"$24,330,357",GSW,"$31,579,390",$24330357,2022,2021,2022,,,31.57939,24.330357,38.21107875522622,26.76349107999676
787,Kenrich Williams,SF,27,OKC,49,0,21.9,3.0,6.5,0.461,0.8,2.5,0.339,2.1,4.0,0.536,0.525,0.6,1.1,0.545,1.5,3.0,4.5,2.2,0.9,0.2,0.9,1.7,7.4,0.382,15.3,0.9,-0.3,1.1,14.1,1.0,0.174,-1.3,7.1,0.8,13.3,2.0,11.9,10.5,0.532,15.6,0.5,1.8,0.081,"$6,175,000",OKC,"$2,000,000",$6175000,2022,2021,2022,,,2.0,6.175,2.4200010674826977,6.792524968662811
789,Patrick Williams,PF,20,CHI,17,9,24.8,3.2,6.0,0.529,0.9,1.7,0.517,2.3,4.3,0.534,0.603,1.8,2.4,0.732,1.0,3.1,4.1,0.9,0.5,0.5,0.9,1.6,9.0,0.284,4.8,1.8,-1.5,-0.7,13.8,0.3,0.402,-0.9,4.6,0.6,12.7,1.0,11.8,9.2,0.637,14.2,0.0,0.9,0.099,"$9,835,881",CHI,"$7,422,000",$9835881,2022,2021,2022,,,7.422,9.835881,8.980623961428291,10.819508871464963
790,Robert Williams,C,24,BOS,61,61,29.6,4.4,6.0,0.736,0.0,0.0,0.0,4.4,6.0,0.738,0.736,1.1,1.5,0.722,3.9,5.7,9.6,2.0,0.9,2.2,1.0,2.2,10.0,0.003,9.7,6.8,5.5,3.1,20.5,3.9,0.245,2.4,14.6,6.0,22.1,1.5,13.4,17.6,0.745,11.5,3.4,9.9,0.262,"$11,812,501",BOS,"$3,661,976",$11571429,2022,2021,2022,,,3.661976,11.571429,4.43099291454801,12.72861868916744
791,Ziaire Williams,SF,20,MEM,62,31,21.7,3.1,6.8,0.45,1.2,3.9,0.314,1.9,2.9,0.632,0.54,0.7,0.9,0.782,0.4,1.7,2.1,1.0,0.6,0.2,0.7,1.8,8.1,0.571,6.3,0.8,-3.0,-0.6,8.2,1.1,0.13,-2.4,2.0,1.1,9.7,1.2,8.4,5.0,0.559,14.9,-0.3,2.2,0.08,"$4,810,200",MEM,"$4,373,160",$4810200,2022,2021,2022,,,4.37316,4.8102,5.291525934136318,5.291239450082892
