NameYear,2023,PrevYear,Name,Pos,Type,OTm,PrevStats,NTm,ID,Weight,Height,Age,Tm,G,GS,MP,FG%,3P,3P%,3PA,FT,FT%,FTA,ORB,TRB,AST,STL,BLK,TOV,PTS,USG%,TS%,PER,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PrevSal,NextSal,Unnamed: 0,TeamOrTot,FG,FGA,2P,2PA,2P%,eFG%,DRB,PF,3PAr,AST%,BLK%,DRB%,FTr,ORB%,STL%,TOV%,TRB%,Salary,Team,PrevSalClean,NextSalClean,PrevSalNorm,NextSalNorm
Brad_Wanamaker_2020,,2020.0,Brad Wanamaker,G,UFA,CHO,"5.5 Pts, 1.7 Reb, 2.9 Ast",IND,/players/w/wanambr01.html,210.0,6-3,31.0,TOT,61.0,0.0,17.3,0.385,0.3,0.188,1.4,1.5,0.891,1.7,0.3,1.7,2.9,0.7,0.2,1.2,5.5,16.9,0.489,9.5,-0.2,1.0,0.9,0.039,-4.4,0.3,-4.0,-0.5,"$2,250,000","$705,598",,,,,,,,,,,,,,,,,,,,,,2.25,0.705598,2.317495876855415,0.705598
Hassan_Whiteside_2020,,2020.0,Hassan Whiteside,C,UFA,SAC,"8.1 Pts, 6.0 Reb, 0.6 Ast",UTA,/players/w/whiteha01.html,265.0,7-0,31.0,SAC,36.0,4,15.2,.563,0.0,.000,0.0,1.1,.519,2.2,1.7,6.0,0.6,0.3,1.3,1.1,8.1,23.5,0.566,19.2,0.3,0.6,0.9,0.081,-1.8,-0.4,-2.2,0.0,"$2,320,044","$2,401,537",,,,,,,,,,,,,,,,,,,,,,2.320044,2.401537,2.3896410684991753,2.401537
Ed_Davis_2020,,2020.0,Ed Davis,F,UFA,MIN,"2.1 Pts, 5.0 Reb, 0.9 Ast",CLE,/players/d/davised01.html,218.0,6-9,31.0,MIN,23.0,7.0,13.0,0.432,0.0,,0.0,0.4,0.833,0.5,2.0,5.0,0.9,0.6,0.6,0.3,2.1,7.9,0.487,13.1,0.5,0.4,0.8,0.135,-3.3,1.1,-2.2,0.0,"$5,005,350","$2,641,691",,,,,,,,,,,,,,,,,,,,,,5.00535,2.641691,5.155501327652557,2.641691
Terence_Davis_2020,,2020.0,Terence Davis,G,RFA,SAC,"8.7 Pts, 2.5 Reb, 1.4 Ast",SAC,/players/d/daviste02.html,201.0,6-4,23.0,TOT,61.0,4.0,17.6,0.428,1.6,0.367,4.4,0.7,0.818,0.9,0.3,2.5,1.4,0.7,0.2,1.0,8.7,21.8,0.555,12.7,0.1,0.8,0.8,0.038,-0.9,-0.9,-1.7,0.1,"$1,517,981","$4,000,000",,,,,,,,,,,,,,,,,,,,,,1.517981,4.0,1.5635176482866044,4.0
Skylar_Mays_2020,,2020.0,Skylar Mays,G,RFA,ATL,"3.8 Pts, 1.1 Reb, 0.9 Ast",ATL,/players/m/mayssk01.html,205.0,6-4,23.0,ATL,33.0,0,8.2,0.449,0.4,0.35,1.2,0.7,0.88,0.8,0.3,1.1,0.9,0.4,0.1,0.3,3.8,19.1,0.569,16.8,0.5,0.3,0.8,0.14,1.2,0.7,1.9,0.3,< $Minimum,"$34,231",,,,,,,,,,,,,,,,,,,,,,0.0,0.034231,0.0,0.034231
Alfonzo_McKinnie_2020,,2020.0,Alfonzo McKinnie,F,UFA,LAL,"3.1 Pts, 1.4 Reb, 0.2 Ast",CHI,/players/m/mckinal01.html,215.0,6-7,28.0,LAL,39.0,0.0,6.6,0.516,0.4,0.41,1.0,0.3,0.556,0.5,0.6,1.4,0.2,0.2,0.0,0.1,3.1,17.8,0.604,15.5,0.5,0.3,0.8,0.156,0.3,-0.8,-0.4,0.1,"$1,762,796","$1,090,007",,,,,,,,,,,,,,,,,,,,,,1.762796,1.090007,1.815676649660986,1.090007
Thanasis_Antetokounmpo_2020,,2020.0,Thanasis Antetokounmpo,F,RFA,MIL,"2.9 Pts, 2.2 Reb, 0.8 Ast",MIL,/players/a/antetth01.html,219.0,6-6,28.0,MIL,57.0,3,9.7,.489,0.1,.241,0.5,0.4,.510,0.9,0.9,2.2,0.8,0.4,0.2,0.8,2.9,15.3,0.523,10.3,0.0,0.6,0.7,0.057,-3.7,0.2,-3.5,-0.2,"$1,701,593","$1,729,217",,,,,,,,,,,,,,,,,,,,,,1.701593,1.729217,1.7526376718160162,1.729217
Amir_Coffey_2020,,2020.0,Amir Coffey,G,RFA,LAC,"3.2 Pts, 1.0 Reb, 0.5 Ast",LAC,/players/c/coffeam01.html,210.0,6-7,23.0,LAC,44.0,1,9.0,0.437,0.5,0.411,1.3,0.6,0.711,0.9,0.2,1.0,0.5,0.2,0.0,0.3,3.2,15.1,0.585,10.1,0.4,0.3,0.7,0.085,-1.9,-0.1,-2.0,0.0,< $Minimum,"$153,488",,,,,,,,,,,,,,,,,,,,,,0.0,0.153488,0.0,0.15348799999999999
Trent_Forrest_2020,,2020.0,Trent Forrest,G,RFA,UTA,"2.9 Pts, 1.5 Reb, 1.5 Ast",UTA,/players/f/forretr01.html,210.0,6-4,22.0,UTA,30.0,0,10.1,0.451,0.2,0.192,0.9,0.6,1.0,0.6,0.4,1.5,1.5,0.3,0.1,0.7,2.9,14.3,0.554,11.2,0.3,0.4,0.7,0.106,-2.5,1.2,-1.3,0.1,< $Minimum,"$8,558",,,,,,,,,,,,,,,,,,,,,,0.0,0.008558,0.0,0.008558
Luke_Kornet_2020,,2020.0,Luke Kornet,F,UFA,BOS,"3.4 Pts, 2.2 Reb, 0.8 Ast",BOS,/players/k/kornelu01.html,250.0,7-2,25.0,TOT,31.0,2.0,11.2,0.436,0.5,0.254,1.9,0.1,0.5,0.2,0.5,2.2,0.8,0.1,1.0,0.2,3.4,13.7,0.511,13.3,0.2,0.5,0.7,0.095,-0.8,1.6,0.8,0.3,"$2,250,000","$606,702",,,,,,,,,,,,,,,,,,,,,,2.25,0.606702,2.317495876855415,0.606702
Abdel_Nader_2020,,2020.0,Abdel Nader,F,UFA,PHO,"6.7 Pts, 2.6 Reb, 0.8 Ast",PHO,/players/n/naderab01.html,225.0,6-5,27.0,PHO,24.0,0.0,14.8,0.491,0.8,0.419,1.8,1.2,0.757,1.5,0.3,2.6,0.8,0.4,0.4,0.8,6.7,19.0,0.605,13.4,0.3,0.4,0.7,0.095,-1.0,1.0,0.0,0.2,"$1,752,950","$2,000,000",,,,,,,,,,,,,,,,,,,,,,1.75295,2.0,1.8055352877038666,2.0
